Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
41,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
41,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
13,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
14,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
16,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
17,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
18,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
19,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
20,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
21,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
22,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
23,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
24,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
25,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
26,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
27,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
28,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
29,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
30,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
32,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
33,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
34,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
35,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
36,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
37,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
38,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
41,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
4,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
5,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
7,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
9,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
11,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
12,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
